District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,700,685,01-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,700,685,02-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,700,685,03-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,750,700,04-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,750,700,06-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,750,700,07-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,750,700,08-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,750,715,10-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,750,715,13-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,750,725,15-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,750,725,16-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,750,725,17-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,735,18-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,695,750,735,20-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,735,21-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,740,22-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,740,23-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,740,24-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,775,750,25-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,740,27-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,730,760,745,28-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,760,740,29-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,740,30-Jan-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,780,760,04-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,780,760,05-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,785,06-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,785,07-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,10-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,11-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,12-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,13-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,800,785,14-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,785,15-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,17-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,790,775,18-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,810,790,19-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,770,810,790,20-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,21-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,22-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,760,25-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,760,26-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,760,27-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,790,750,28-Feb-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,760,745,03-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,04-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,05-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,06-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,07-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,720,10-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,720,11-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,720,12-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,720,13-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,725,15-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,710,20-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,710,21-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,735,715,22-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,730,715,24-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,725,25-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,725,26-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,735,720,27-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,735,720,28-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,705,735,720,29-Mar-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,710,04-Apr-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,725,710,05-Apr-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,635,660,650,10-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,620,660,650,11-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,700,675,20-Jun-03
Varanasi,Varanasi(Grain),Wheat,147 Best,FAQ,675,720,700,23-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,740,715,24-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,725,25-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,750,725,27-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,28-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,760,740,30-Jun-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,775,745,03-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,735,04-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,760,735,05-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,710,07-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,685,725,700,11-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,720,700,14-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,720,700,15-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,720,700,16-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,725,700,17-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,725,700,18-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,725,710,19-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,710,21-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,730,715,22-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,715,23-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,735,715,24-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,715,25-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,735,715,26-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,725,710,28-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,725,700,29-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,700,30-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,700,31-Jul-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,725,700,01-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,705,02-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,725,705,04-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,710,05-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,710,06-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,710,07-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,685,735,710,14-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,720,710,16-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,730,710,18-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,715,29-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,715,30-Aug-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,735,710,01-Sep-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,680,725,700,05-Sep-03
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,700,740,725,22-Oct-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,725,23-Oct-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,750,735,24-Oct-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,750,735,28-Oct-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,750,735,29-Oct-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,30-Oct-03
Varanasi,Varanasi(Grain),Wheat,147 Best,FAQ,725,760,740,01-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,730,770,750,04-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,730,770,750,05-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,07-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,10-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,11-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,12-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,775,745,13-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,17-Nov-03
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,735,775,750,19-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,20-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,785,760,21-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,780,750,29-Nov-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,780,755,01-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,760,02-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,03-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,04-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,760,05-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,765,06-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,790,765,08-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,790,765,09-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,790,760,10-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,790,765,11-Dec-03
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,795,12-Jan-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,815,795,13-Jan-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,790,03-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,810,790,04-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,790,05-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,790,07-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,785,810,795,09-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,860,890,875,10-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,785,810,795,11-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,795,12-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,805,795,13-Feb-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,780,810,795,14-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,795,16-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,785,815,795,17-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,785,815,795,19-Feb-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,780,810,795,20-Feb-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,780,810,795,21-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,795,23-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,815,795,24-Feb-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,785,815,795,25-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,815,795,26-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,810,790,27-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,815,790,28-Feb-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,810,785,01-Mar-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,810,785,03-Mar-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,810,785,04-Mar-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,810,790,09-Mar-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,710,735,725,06-Apr-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,675,700,690,10-Apr-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,685,675,02-May-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,645,675,660,13-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,645,675,660,14-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,645,680,660,15-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,675,665,17-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,645,675,660,20-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,645,675,660,21-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,685,670,22-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,680,670,24-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,655,680,670,25-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,680,670,26-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,27-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,680,665,29-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,31-May-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,680,670,01-Jun-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,660,685,670,02-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,03-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,04-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,05-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,07-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,685,675,09-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,10-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,11-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,14-Jun-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,650,690,670,15-Jun-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,650,690,670,16-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,17-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,18-Jun-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,660,690,675,19-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,670,21-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,22-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,23-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,24-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,670,25-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,670,26-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,670,28-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,29-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,30-Jun-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,860,890,880,02-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,03-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,690,675,05-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,650,690,670,07-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,660,700,680,14-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,675,700,690,17-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,685,710,700,19-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,685,715,700,20-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,690,715,700,23-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,685,715,700,24-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,695,720,710,26-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,735,720,27-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,695,725,715,30-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,705,725,715,31-Jul-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,700,740,720,03-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,735,720,04-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,735,720,05-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,740,720,06-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,715,740,725,07-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,745,730,10-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,745,730,11-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,750,735,12-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,750,735,13-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,730,16-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,730,17-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,760,740,18-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,760,745,19-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,760,745,20-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,760,750,21-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,23-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,24-Aug-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,735,01-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,730,02-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,710,750,730,04-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,715,750,735,06-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,725,750,735,07-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,735,08-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,720,750,735,09-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,760,745,10-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,770,750,13-Sep-04
Varanasi,Varanasi(Grain),Wheat,147 Average,FAQ,735,775,750,15-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,16-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,18-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,20-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,755,29-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,30-Sep-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,01-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,02-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,04-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,05-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,765,750,06-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,760,750,07-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,14-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,15-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,16-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,25-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,26-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,780,765,27-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,765,29-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,765,30-Oct-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,770,01-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,770,02-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,770,03-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,760,750,04-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,760,750,05-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,740,760,750,06-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,750,08-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,775,0,09-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,735,765,750,10-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,755,16-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,755,17-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,18-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,745,775,760,19-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,750,780,770,20-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,780,770,22-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,755,785,770,23-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,790,780,25-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,885,910,900,27-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,885,915,900,29-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,30-Nov-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,02-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,875,920,900,03-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,770,795,780,06-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,800,785,09-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,885,920,900,10-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,790,785,13-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,14-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,15-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,16-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,17-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,20-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,21-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,790,775,22-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,790,775,23-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,790,775,24-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,790,775,27-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,760,800,780,29-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,800,780,30-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,31-Dec-04
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,01-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,03-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,04-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,790,785,06-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,790,785,07-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,10-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,11-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,12-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,13-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,15-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,17-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,18-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,770,795,785,19-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,795,785,20-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,22-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,785,24-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,765,795,780,25-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,800,790,27-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,775,800,790,28-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,785,815,795,29-Jan-05
Varanasi,Varanasi(Grain),Wheat,Other,FAQ,780,805,795,31-Jan-05
